Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_4	GO:0015631~tubulin binding	9	23.684210526315788	5.777869810171195E-8	OFD1, NDE1, TUBGCP5, CEP290, CENPE, PAFAH1B1, CLASP1, CENPJ, KIF2A	29	294	14466	15.270232230823364	2.6578166549828808E-6	2.6578166549828808E-6	5.461130669903724E-5
GOTERM_MF_4	GO:0016818~hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	7	18.421052631578945	0.0043431968037947275	CENPE, TUBG1, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	826	14466	4.227352425482175	0.18145112457418622	0.09526309049215098	4.030568844185966
GOTERM_MF_4	GO:0035639~purine ribonucleoside triphosphate binding	10	26.31578947368421	0.006141649574264537	CSNK1E, TAOK1, CENPE, TUBG1, SMC1A, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	1841	14466	2.7095469104122576	0.24677177223253088	0.09013799630368236	5.656583169088458
GOTERM_MF_4	GO:0032549~ribonucleoside binding	10	26.31578947368421	0.006411907530372681	CSNK1E, TAOK1, CENPE, TUBG1, SMC1A, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	1853	14466	2.691999925563392	0.2561362530884681	0.07130448467946715	5.898787277193074
GOTERM_MF_4	GO:0001883~purine nucleoside binding	10	26.31578947368421	0.006411907530372681	CSNK1E, TAOK1, CENPE, TUBG1, SMC1A, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	1853	14466	2.691999925563392	0.2561362530884681	0.07130448467946715	5.898787277193074
GOTERM_MF_4	GO:0032555~purine ribonucleotide binding	10	26.31578947368421	0.007153647778185223	CSNK1E, TAOK1, CENPE, TUBG1, SMC1A, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	1884	14466	2.647704810015375	0.28125630491136533	0.06391602700640953	6.560677397782766
GOTERM_MF_4	GO:0017076~purine nucleotide binding	10	26.31578947368421	0.007484076781919496	CSNK1E, TAOK1, CENPE, TUBG1, SMC1A, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	1897	14466	2.6295602857506406	0.29217773732340735	0.05596657885084677	6.854192190829833
GOTERM_MF_4	GO:0032553~ribonucleotide binding	10	26.31578947368421	0.007562003935867549	CSNK1E, TAOK1, CENPE, TUBG1, SMC1A, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	1900	14466	2.6254083484573503	0.2947296533004843	0.04865833456552493	6.923293372723971
GOTERM_MF_4	GO:0036033~mediator complex binding	2	5.263157894736842	0.00772064089027012	SMC1A, SMC3	29	4	14466	249.41379310344828	0.29989683028272396	0.043587473744503114	7.063821599346031
GOTERM_MF_4	GO:0043515~kinetochore binding	2	5.263157894736842	0.00772064089027012	CENPE, CLASP1	29	4	14466	249.41379310344828	0.29989683028272396	0.043587473744503114	7.063821599346031
GOTERM_MF_4	GO:0019888~protein phosphatase regulator activity	3	7.894736842105263	0.009425488686307566	PPP2R1B, PPP2R1A, PPP2R5D	29	76	14466	19.690562613430128	0.35314215764585744	0.04725043124881312	8.562126405976588
GOTERM_MF_4	GO:0000166~nucleotide binding	10	26.31578947368421	0.03139845455898781	CSNK1E, TAOK1, CENPE, TUBG1, SMC1A, DYNC1H1, TUBA1A, SMC3, TUBB4A, KIF2A	29	2389	14466	2.088018360012125	0.7694966446390608	0.13648929648995356	26.031522339477153
GOTERM_MF_4	GO:0046982~protein heterodimerization activity	4	10.526315789473683	0.05969522629966557	PPP2R1A, SMC1A, YWHAE, SMC3	29	465	14466	4.29098998887653	0.941067144804083	0.22693801671164504	44.10920232180049
