Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_4	GO:0005829~cytosol	37	97.36842105263158	8.226429844197235E-25	XPO1, PPP2R5D, CEP164, RANGAP1, AKAP9, OFD1, NDE1, RAD21, TUBGCP5, PPP2CA, CEP290, PAFAH1B1, CLASP1, RANBP2, TUBG1, TUBA1A, DYNC1H1, ZWILCH, TUBB4A, STAG1, KIF2A, PPP2R1A, NUP133, TAOK1, CEP135, CEP41, AHI1, CENPE, PCM1, YWHAE, CENPJ, SMC3, MKS1, CSNK1E, CC2D2A, NINL, SMC1A	38	3399	17359	4.972693206980382	1.1846058975644019E-22	1.1846058975644019E-22	9.754311782118803E-22
GOTERM_CC_4	GO:0044430~cytoskeletal part	26	68.42105263157895	2.8882335696211973E-18	CEP135, CEP41, AHI1, CENPE, AKAP9, RANGAP1, CEP164, PCM1, CENPJ, YWHAE, SMC3, OFD1, MKS1, NDE1, TUBGCP5, PPP2CA, NINL, CEP290, CLASP1, PAFAH1B1, TUBG1, RANBP2, TUBA1A, DYNC1H1, TUBB4A, KIF2A	38	1547	17359	7.677576293675365	4.159056340254524E-16	2.079528170127262E-16	3.4246606694810133E-15
GOTERM_CC_4	GO:0005856~cytoskeleton	28	73.68421052631578	8.10929085012813E-18	PPP2R1A, CEP135, CEP41, AHI1, CENPE, AKAP9, RANGAP1, CEP164, PCM1, CENPJ, YWHAE, SMC3, OFD1, MKS1, NDE1, TUBGCP5, PPP2CA, CC2D2A, NINL, CEP290, CLASP1, PAFAH1B1, TUBG1, RANBP2, TUBA1A, DYNC1H1, TUBB4A, KIF2A	38	2054	17359	6.2272843745195505	1.1677378824184508E-15	3.8924596080615027E-16	9.615416746041909E-15
GOTERM_CC_4	GO:0043232~intracellular non-membrane-bounded organelle	34	89.47368421052632	2.3841843319622407E-17	XPO1, CEP164, RANGAP1, AKAP9, OFD1, NDE1, RAD21, TUBGCP5, PPP2CA, CEP290, PAFAH1B1, CLASP1, RANBP2, TUBG1, TUBA1A, DYNC1H1, ZWILCH, TUBB4A, STAG1, KIF2A, PPP2R1A, NUP133, CEP135, CEP41, AHI1, CENPE, PCM1, YWHAE, CENPJ, SMC3, MKS1, CC2D2A, NINL, SMC1A	38	4026	17359	3.8578581326639996	3.4332254380256267E-15	8.583063595064067E-16	2.8269951559128313E-14
GOTERM_CC_4	GO:0005813~centrosome	17	44.73684210526316	1.111163641822854E-15	CEP135, CEP41, AHI1, CEP164, AKAP9, PCM1, CENPJ, OFD1, MKS1, NDE1, TUBGCP5, CEP290, PAFAH1B1, CLASP1, TUBG1, DYNC1H1, KIF2A	38	496	17359	15.656992784380305	1.5987211554602254E-13	3.197442310920451E-14	1.3211653993039363E-12
GOTERM_CC_4	GO:0005815~microtubule organizing center	18	47.368421052631575	3.3079319625255147E-15	CEP135, CEP41, AHI1, CEP164, AKAP9, PCM1, CENPJ, OFD1, MKS1, NDE1, TUBGCP5, NINL, CEP290, PAFAH1B1, CLASP1, TUBG1, DYNC1H1, KIF2A	38	647	17359	12.70894004718132	4.796163466380676E-13	7.993605777301127E-14	3.952393967665557E-12
GOTERM_CC_4	GO:0044450~microtubule organizing center part	12	31.57894736842105	1.626654363817985E-14	OFD1, MKS1, TUBGCP5, CEP135, CEP41, CEP290, AHI1, CLASP1, CEP164, TUBG1, PCM1, CENPJ	38	157	17359	34.915856520281594	2.3501200985265314E-12	3.3573144264664734E-13	1.935118731921648E-11
GOTERM_CC_4	GO:0098687~chromosomal region	14	36.84210526315789	1.4503324381918865E-13	NUP133, XPO1, PPP2R1A, CENPE, RANGAP1, SMC3, NDE1, RAD21, PPP2CA, PAFAH1B1, CLASP1, ZWILCH, SMC1A, STAG1	38	346	17359	18.48387587465774	2.0879298290310544E-11	2.609912286288818E-12	1.7192913759345174E-10
GOTERM_CC_4	GO:0005814~centriole	10	26.31578947368421	1.6216663076717457E-12	OFD1, MKS1, CEP135, CEP41, CEP290, AHI1, CEP164, TUBG1, PCM1, CENPJ	38	113	17359	40.426176059618065	2.3352519917807513E-10	2.594724435311946E-11	1.922895176420525E-9
GOTERM_CC_4	GO:0044444~cytoplasmic part	37	97.36842105263158	2.24829598065846E-11	XPO1, PPP2R5D, CEP164, RANGAP1, AKAP9, OFD1, NDE1, RAD21, TUBGCP5, PPP2CA, CEP290, PAFAH1B1, CLASP1, RANBP2, TUBG1, TUBA1A, DYNC1H1, ZWILCH, TUBB4A, STAG1, KIF2A, PPP2R1A, NUP133, TAOK1, CEP135, CEP41, AHI1, CENPE, PCM1, YWHAE, CENPJ, SMC3, MKS1, CSNK1E, CC2D2A, NINL, SMC1A	38	8090	17359	2.089268752846269	3.2375382374993933E-9	3.2375380154547884E-10	2.6658619756148028E-8
GOTERM_CC_4	GO:0000776~kinetochore	9	23.684210526315788	2.894833985403096E-10	XPO1, NUP133, NDE1, RANGAP1, CENPE, PAFAH1B1, CLASP1, ZWILCH, SMC1A	38	132	17359	31.14653110047847	4.168561407169591E-8	3.789601299430956E-9	3.432487405419238E-7
GOTERM_CC_4	GO:0044463~cell projection part	16	42.10526315789473	3.2878552762297507E-10	CEP41, AHI1, AKAP9, RANGAP1, CEP164, PCM1, CENPJ, OFD1, MKS1, CSNK1E, CC2D2A, CEP290, PAFAH1B1, TUBG1, TUBB4A, KIF2A	38	952	17359	7.677576293675364	4.734511871440361E-8	3.94542665205222E-9	3.8985038530725546E-7
GOTERM_CC_4	GO:0005929~cilium	13	34.21052631578947	4.034598666577625E-10	CEP41, AHI1, CEP164, PCM1, CENPJ, OFD1, MKS1, CC2D2A, CEP290, PAFAH1B1, TUBG1, TUBB4A, KIF2A	38	517	17359	11.486663951949506	5.80982125741869E-8	4.469093428660642E-9	4.783937801455806E-7
GOTERM_CC_4	GO:0036064~ciliary basal body	8	21.052631578947366	1.52065817639285E-9	OFD1, MKS1, CEP41, CEP290, AHI1, TUBG1, PCM1, CENPJ	38	100	17359	36.54526315789474	2.189747505543238E-7	1.564105522877668E-8	1.8030876014485386E-6
GOTERM_CC_4	GO:0044441~ciliary part	11	28.947368421052634	2.097436145080947E-9	OFD1, MKS1, CC2D2A, CEP41, CEP290, AHI1, CEP164, TUBG1, PCM1, CENPJ, KIF2A	38	350	17359	14.357067669172933	3.0203075507273525E-7	2.0135386469277705E-8	2.4869896142476478E-6
GOTERM_CC_4	GO:0005694~chromosome	15	39.473684210526315	3.0830074250797527E-9	PPP2R1A, NUP133, XPO1, CENPE, RANGAP1, SMC3, NDE1, RAD21, PPP2CA, PAFAH1B1, CLASP1, TUBG1, ZWILCH, SMC1A, STAG1	38	937	17359	7.312952873111274	4.4395296849852883E-7	2.7747066311256674E-8	3.655609481789668E-6
GOTERM_CC_4	GO:0044427~chromosomal part	14	36.84210526315789	7.293559279078703E-9	NUP133, XPO1, PPP2R1A, CENPE, RANGAP1, SMC3, NDE1, RAD21, PPP2CA, PAFAH1B1, CLASP1, ZWILCH, SMC1A, STAG1	38	827	17359	7.733278177305415	1.050271993263685E-6	6.178073597151723E-8	8.648180327419652E-6
GOTERM_CC_4	GO:0005819~spindle	10	26.31578947368421	1.0821785208258322E-8	NDE1, TUBGCP5, PPP2CA, RANGAP1, CENPE, PAFAH1B1, CLASP1, TUBG1, SMC3, KIF2A	38	303	17359	15.076428695501129	1.5583358695669958E-6	8.657427863489886E-8	1.2831697726589653E-5
GOTERM_CC_4	GO:0044446~intracellular organelle part	35	92.10526315789474	1.14428125890642E-8	XPO1, PPP2R5D, CEP164, RANGAP1, AKAP9, OFD1, NDE1, RAD21, TUBGCP5, PPP2CA, CEP290, PAFAH1B1, CLASP1, RANBP2, TUBG1, TUBA1A, ZWILCH, DYNC1H1, TUBB4A, STAG1, KIF2A, PPP2R1A, NUP133, CEP135, CEP41, AHI1, CENPE, PCM1, YWHAE, CENPJ, SMC3, MKS1, CSNK1E, NINL, SMC1A	38	8233	17359	1.9420080932319868	1.647763664291979E-6	8.672447104896008E-8	1.3568067414038154E-5
GOTERM_CC_4	GO:0000777~condensed chromosome kinetochore	7	18.421052631578945	7.544298314061376E-8	NUP133, NDE1, RANGAP1, CENPE, CLASP1, ZWILCH, SMC1A	38	103	17359	31.04573326520184	1.0863730979027153E-5	5.431893519425302E-7	8.945485373557105E-5
GOTERM_CC_4	GO:0099513~polymeric cytoskeletal fiber	12	31.57894736842105	1.47139997300586E-7	NDE1, TUBGCP5, NINL, CENPE, PAFAH1B1, CLASP1, TUBG1, DYNC1H1, TUBA1A, CENPJ, TUBB4A, KIF2A	38	704	17359	7.7866327751196165	2.1187936702138366E-5	1.0089595466888923E-6	1.744679393178572E-4
