Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_4	GO:0016070~RNA metabolic process	27	87.09677419354838	7.602978307798677E-12	NDN, SRSF11, NAA15, SYNCRIP, NONO, SF3B1, CLP1, PQBP1, CSDE1, TSEN2, RBM27, TSEN15, MAGEL2, TSEN54, SNRPN, EFTUD2, PRPF39, ELAVL2, YTHDC2, HNRNPU, AAAS, UPF3B, HNRNPH2, ZC3H11A, THOC2, HNRNPH1, PUF60	30	4648	16415	3.1784638554216866	2.539411791957491E-9	2.539411791957491E-9	1.0326139943117596E-8
GOTERM_BP_4	GO:0090304~nucleic acid metabolic process	27	87.09677419354838	1.011448416440375E-10	NDN, SRSF11, NAA15, SYNCRIP, NONO, SF3B1, CLP1, PQBP1, CSDE1, TSEN2, RBM27, TSEN15, MAGEL2, TSEN54, SNRPN, EFTUD2, PRPF39, ELAVL2, YTHDC2, HNRNPU, AAAS, UPF3B, HNRNPH2, ZC3H11A, THOC2, HNRNPH1, PUF60	30	5158	16415	2.8641915471112833	3.3782386110736695E-8	1.68911932219018E-8	1.3737110338141179E-7
GOTERM_BP_4	GO:0006139~nucleobase-containing compound metabolic process	28	90.32258064516128	1.0482812898811932E-10	NDN, SRSF11, NAA15, SYNCRIP, NONO, SF3B1, CLP1, PQBP1, CSDE1, TSEN2, RBM27, TSEN15, MAGEL2, TSEN54, SNRPN, EFTUD2, PRPF39, ELAVL2, YTHDC2, HNRNPU, AAAS, UPF3B, HNRNPH2, GCK, ZC3H11A, THOC2, HNRNPH1, PUF60	30	5794	16415	2.6442296628696353	3.50126001524842E-8	1.1670866828517035E-8	1.423735906946888E-7
GOTERM_BP_4	GO:0010467~gene expression	27	87.09677419354838	2.0363289056585187E-10	NDN, SRSF11, NAA15, SYNCRIP, NONO, SF3B1, CLP1, PQBP1, CSDE1, TSEN2, RBM27, TSEN15, MAGEL2, TSEN54, SNRPN, EFTUD2, PRPF39, ELAVL2, YTHDC2, HNRNPU, AAAS, UPF3B, HNRNPH2, ZC3H11A, THOC2, HNRNPH1, PUF60	30	5306	16415	2.7843007915567286	6.801338237050203E-8	1.7003346064470293E-8	2.7656641421458517E-7
GOTERM_BP_4	GO:0044260~cellular macromolecule metabolic process	29	93.54838709677419	9.828295948624898E-8	NDN, SRSF11, NAA15, SYNCRIP, NONO, SF3B1, CLP1, NAA10, CSDE1, PQBP1, TSEN2, RBM27, TSEN15, MAGEL2, TSEN54, SNRPN, EFTUD2, PRPF39, ELAVL2, YTHDC2, HNRNPU, AAAS, UPF3B, HNRNPH2, GCK, ZC3H11A, THOC2, HNRNPH1, PUF60	30	8387	16415	1.8919558046182583	3.282597128129172E-5	6.565280461501288E-6	1.334840830646833E-4
GOTERM_BP_4	GO:0071426~ribonucleoprotein complex export from nucleus	5	16.129032258064516	5.244812357991263E-5	UPF3B, AAAS, SRSF11, ZC3H11A, THOC2	30	118	16415	23.18502824858757	0.017365582288304315	0.002915430633263827	0.07120954237580523
GOTERM_BP_4	GO:0050658~RNA transport	5	16.129032258064516	2.460044569916541E-4	UPF3B, AAAS, SRSF11, ZC3H11A, THOC2	30	176	16415	15.544507575757576	0.0788897995377591	0.011670733410263812	0.3335972944832899
GOTERM_BP_4	GO:0051236~establishment of RNA localization	5	16.129032258064516	2.6240229412472144E-4	UPF3B, AAAS, SRSF11, ZC3H11A, THOC2	30	179	16415	15.283985102420857	0.08392209337922796	0.01089692700220768	0.3557970871771343
GOTERM_BP_4	GO:0009059~macromolecule biosynthetic process	18	58.06451612903226	0.002317562962995754	MAGEL2, NDN, EFTUD2, SRSF11, NAA15, SYNCRIP, ELAVL2, HNRNPU, NONO, UPF3B, AAAS, GCK, CLP1, PQBP1, CSDE1, ZC3H11A, THOC2, PUF60	30	5175	16415	1.9031884057971014	0.5392798136444086	0.08250408794429187	3.1021433440431956
GOTERM_BP_4	GO:0044271~cellular nitrogen compound biosynthetic process	17	54.83870967741935	0.0042859817449623205	MAGEL2, NDN, EFTUD2, SRSF11, NAA15, SYNCRIP, ELAVL2, HNRNPU, NONO, UPF3B, AAAS, CLP1, PQBP1, CSDE1, ZC3H11A, THOC2, PUF60	30	4947	16415	1.8802978235967927	0.761788043088645	0.1336440634139151	5.666675540273147
