Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_4	GO:0035254~glutamate receptor binding	6	33.33333333333333	7.995869231173118E-11	DLG4, DLG3, HOMER1, SHANK1, SHANK2, DLG2	16	30	14466	180.825	2.2388437770359815E-9	2.2388437770359815E-9	6.689054865560706E-8
GOTERM_MF_4	GO:0097109~neuroligin family protein binding	4	22.22222222222222	9.008794056930766E-9	NRXN2, NRXN3, DLG4, NRXN1	16	5	14466	723.3	2.522462025922323E-7	1.2612310917869962E-7	7.536429191823402E-6
GOTERM_MF_4	GO:0042043~neurexin family protein binding	4	22.22222222222222	3.2608800228081025E-7	NLGN4X, NLGN1, NLGN2, NLGN3	16	14	14466	258.32142857142856	9.1304238695189E-6	3.043483886022713E-6	2.7279303512761643E-4
GOTERM_MF_4	GO:0052689~carboxylic ester hydrolase activity	4	22.22222222222222	4.1922286348138537E-4	NLGN4X, NLGN1, NLGN2, NLGN3	16	146	14466	24.77054794520548	0.011672048241919364	0.0029308719180068943	0.3501656181627677
GOTERM_MF_4	GO:0016776~phosphotransferase activity, phosphate group as acceptor	3	16.666666666666664	8.842452639317586E-4	DLG4, DLG3, DLG2	16	43	14466	63.07848837209303	0.024465565592269534	0.004941713418715743	0.7373230087417859
GOTERM_MF_4	GO:0030165~PDZ domain binding	3	16.666666666666664	0.0034881559498942814	DLG4, NLGN1, DLG3	16	86	14466	31.539244186046513	0.09320520923582265	0.016174285964605684	2.880854391976251
GOTERM_MF_4	GO:0030160~GKAP/Homer scaffold activity	2	11.11111111111111	0.004141638695711541	SHANK1, SHANK2	16	4	14466	452.06250000000006	0.10970881267992605	0.016463919631048318	3.412358748845956
GOTERM_MF_4	GO:0033130~acetylcholine receptor binding	2	11.11111111111111	0.009296174052110895	DLG4, NRXN1	16	9	14466	200.91666666666666	0.2301120453214487	0.032160282021121867	7.515779143604262
GOTERM_MF_4	GO:0030159~receptor signaling complex scaffold activity	2	11.11111111111111	0.024610768832527642	SHANK1, SHANK2	16	24	14466	75.34375	0.5022826500343351	0.07459589850021864	18.81669650984317
GOTERM_MF_4	GO:0008066~glutamate receptor activity	2	11.11111111111111	0.02764705023862631	GRM5, GRM1	16	27	14466	66.97222222222223	0.5438893543993619	0.07549977566915911	20.906739818233955
GOTERM_MF_4	GO:0001664~G-protein coupled receptor binding	3	16.666666666666664	0.02834842808354651	DLG4, HOMER1, SHANK1	16	257	14466	10.553988326848248	0.5530122586339514	0.07058710856969863	21.382746553726562
GOTERM_MF_4	GO:0004888~transmembrane signaling receptor activity	5	27.77777777777778	0.04054671682781148	GRM5, NRXN2, NRXN3, NRXN1, GRM1	16	1309	14466	3.4534950343773874	0.6861895997604905	0.09206321667655115	29.267676015548048
