Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_4	GO:0099536~synaptic signaling	17	94.44444444444444	9.30853480939753E-24	DLGAP1, NRXN2, NRXN3, DLGAP2, NLGN1, NLGN2, NLGN3, NRXN1, HOMER1, SHANK1, GRM1, SHANK2, GRM5, NLGN4X, DLG4, DLG3, DLG2	17	604	16415	27.177152317880793	2.9508055345790173E-21	2.9508055345790173E-21	1.2543525007567937E-20
GOTERM_BP_4	GO:0007267~cell-cell signaling	17	94.44444444444444	2.6340204548538405E-17	DLGAP1, NRXN2, NRXN3, DLGAP2, NLGN1, NLGN2, NLGN3, NRXN1, HOMER1, SHANK1, GRM1, SHANK2, GRM5, NLGN4X, DLG4, DLG3, DLG2	17	1517	16415	10.820698747528015	8.349844841886674E-15	4.174922420943337E-15	3.5494201958130756E-14
GOTERM_BP_4	GO:0035418~protein localization to synapse	8	44.44444444444444	1.57901142016636E-16	NRXN2, DLG4, NLGN1, DLG3, NLGN2, NRXN1, SHANK1, DLG2	17	27	16415	286.1002178649237	3.519406988061746E-14	1.176836406102666E-14	1.4432899320127035E-13
GOTERM_BP_4	GO:0007158~neuron cell-cell adhesion	7	38.88888888888889	2.3479237392906143E-15	NRXN2, NRXN3, NLGN4X, NLGN1, NLGN2, NLGN3, NRXN1	17	16	16415	422.44485294117646	7.390754674929667E-13	1.8474111129762605E-13	3.141931159689193E-12
GOTERM_BP_4	GO:0098815~modulation of excitatory postsynaptic potential	7	38.88888888888889	1.385071904484205E-13	NLGN4X, DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1	17	29	16415	233.0730223123732	4.392219921101059E-11	8.784417637741626E-12	1.8670620605121258E-10
GOTERM_BP_4	GO:0007612~learning	9	50.0	2.066855683086133E-13	GRM5, NRXN2, NRXN3, NLGN4X, DLG4, NLGN3, NRXN1, SHANK1, SHANK2	17	135	16415	64.37254901960785	6.553135811770971E-11	1.092193002705244E-11	2.7856605910869803E-10
GOTERM_BP_4	GO:0050804~modulation of synaptic transmission	10	55.55555555555556	1.1083974652890579E-12	GRM5, NLGN4X, DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1, GRM1, SHANK2	17	280	16415	34.48529411764706	3.5137759368808474E-10	5.019684667928459E-11	1.4936607506399469E-9
GOTERM_BP_4	GO:0051966~regulation of synaptic transmission, glutamatergic	7	38.88888888888889	5.862814670878049E-12	GRM5, NLGN1, NLGN2, NLGN3, NRXN1, GRM1, SHANK2	17	52	16415	129.98303167420815	1.858528442255647E-9	2.3231605528195587E-10	7.900380349923353E-9
GOTERM_BP_4	GO:2000463~positive regulation of excitatory postsynaptic potential	6	33.33333333333333	6.765894218902824E-12	DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1	17	20	16415	289.6764705882353	2.1447970066645894E-9	2.3831081552572186E-10	9.117273602754494E-9
GOTERM_BP_4	GO:0007416~synapse assembly	8	44.44444444444444	1.789893476181346E-11	NRXN2, NRXN3, NLGN4X, NLGN1, NLGN2, NLGN3, NRXN1, SHANK2	17	130	16415	59.42081447963801	5.673952752083267E-9	5.673952419016359E-10	2.4119306551995123E-8
GOTERM_BP_4	GO:0071709~membrane assembly	6	33.33333333333333	2.861010526997158E-11	NRXN2, NLGN4X, NLGN1, NLGN2, NLGN3, NRXN1	17	26	16415	222.82805429864254	9.069406226025478E-9	8.244914750932253E-10	3.855297192600915E-8
GOTERM_BP_4	GO:0050890~cognition	9	50.0	3.2991579938843333E-11	GRM5, NRXN2, NRXN3, NLGN4X, DLG4, NLGN3, NRXN1, SHANK1, SHANK2	17	253	16415	34.348988607300626	1.0458340193864046E-8	8.715282939775193E-10	4.445717127765647E-8
GOTERM_BP_4	GO:0001941~postsynaptic membrane organization	6	33.33333333333333	5.1564341335989526E-11	NRXN2, DLG4, NLGN1, NLGN2, NLGN3, NRXN1	17	29	16415	199.7768762677485	1.6345885645030478E-8	1.257375870089561E-9	6.94844293214203E-8
GOTERM_BP_4	GO:1900449~regulation of glutamate receptor signaling pathway	6	33.33333333333333	6.1842621637163E-11	DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1	17	30	16415	193.11764705882354	1.960411732948586E-8	1.4002941028934401E-9	8.333478351829626E-8
GOTERM_BP_4	GO:0099601~regulation of neurotransmitter receptor activity	6	33.33333333333333	8.729241853862572E-11	DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1	17	32	16415	181.04779411764707	2.767168905126738E-8	1.8447793292963865E-9	1.1762907314860627E-7
GOTERM_BP_4	GO:0060078~regulation of postsynaptic membrane potential	7	38.88888888888889	1.0694574572505306E-10	NLGN4X, DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1	17	83	16415	81.43515237420269	3.390181346762944E-8	2.118863418054673E-9	1.4411259963154066E-7
GOTERM_BP_4	GO:0097090~presynaptic membrane organization	5	27.77777777777778	1.977938215349425E-10	NLGN4X, NLGN1, NLGN2, NLGN3, NRXN1	17	11	16415	438.90374331550805	6.270062669067045E-8	3.68827224317414E-9	2.6653295126521925E-7
GOTERM_BP_4	GO:0043113~receptor clustering	6	33.33333333333333	4.676129813372024E-10	NRXN2, DLG4, NLGN1, DLG3, NRXN1, DLG2	17	44	16415	131.67112299465242	1.4823329363977678E-7	8.235183535099111E-9	6.301222321702937E-7
GOTERM_BP_4	GO:0050806~positive regulation of synaptic transmission	7	38.88888888888889	5.659981307645883E-10	DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1, SHANK2	17	109	16415	62.010253642741496	1.7942139340920704E-7	9.443232085182274E-9	7.626991704867692E-7
GOTERM_BP_4	GO:0051968~positive regulation of synaptic transmission, glutamatergic	5	27.77777777777778	2.888715763937518E-9	NLGN1, NLGN2, NLGN3, NRXN1, SHANK2	17	20	16415	241.39705882352942	9.157224624134486E-7	4.5786142988113454E-8	3.892629485413579E-6
GOTERM_BP_4	GO:0022898~regulation of transmembrane transporter activity	7	38.88888888888889	1.6160684190451702E-8	DLG4, NLGN1, NLGN2, NLGN3, NRXN1, HOMER1, SHANK1	17	190	16415	35.574303405572756	5.122923821709868E-6	2.439493484995836E-7	2.1776996117495173E-5
GOTERM_BP_4	GO:0032409~regulation of transporter activity	7	38.88888888888889	2.4712363560272123E-8	DLG4, NLGN1, NLGN2, NLGN3, NRXN1, HOMER1, SHANK1	17	204	16415	33.13292964244521	7.833788673639042E-6	3.560826347115409E-7	3.330063317319443E-5
GOTERM_BP_4	GO:0010469~regulation of receptor activity	6	33.33333333333333	9.26951588626032E-8	DLG4, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1	17	124	16415	46.722011385199245	2.9383935011173534E-5	1.2775803459597057E-6	1.249093863897599E-4
GOTERM_BP_4	GO:0051965~positive regulation of synapse assembly	5	27.77777777777778	3.463180247095085E-7	NRXN3, NLGN1, NLGN2, NLGN3, NRXN1	17	63	16415	76.63398692810458	1.0977680692580982E-4	4.574274239610432E-6	4.666727372648616E-4
