Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_4	GO:0005887~integral component of plasma membrane	21	52.5	1.717856550130464E-11	ADCY3, OPRM1, CASR, DRD3, DRD2, GABBR1, OXTR, GABBR2, HTR1B, AGTR2, APP, HTR1A, CHRM3, GPR37, CNR1, GRM7, CX3CR1, AVPR1B, AVPR1A, ADRA2B, HTR2A	39	1635	17359	5.716913667372382	3.006253579407314E-9	3.006253579407314E-9	2.1060120314331243E-8
GOTERM_CC_4	GO:0031226~intrinsic component of plasma membrane	21	52.5	3.545324370788477E-11	ADCY3, OPRM1, CASR, DRD3, DRD2, GABBR1, OXTR, GABBR2, HTR1B, AGTR2, APP, HTR1A, CHRM3, GPR37, CNR1, GRM7, CX3CR1, AVPR1B, AVPR1A, ADRA2B, HTR2A	39	1701	17359	5.495093383982272	6.2043092885488704E-9	3.1021546442744352E-9	4.3463910248675575E-8
GOTERM_CC_4	GO:0005886~plasma membrane	32	80.0	4.667419808580838E-11	ADCY3, OPRM1, CASR, ADORA3, DRD3, C3, DRD2, GNA11, ADCY5, GABBR1, OXTR, GABBR2, HTR1B, APP, AGTR2, HTR1A, CXCR4, CNR1, ADRA2B, GNAO1, ANXA1, PDYN, GPR37, GNAQ, CHRM3, GNB1, GRM7, F2, AVPR1B, CX3CR1, AVPR1A, HTR2A	39	5141	17359	2.770527533803161	8.167988507779E-9	2.7226628729337676E-9	5.7220339577668256E-8
GOTERM_CC_4	GO:0036477~somatodendritic compartment	15	37.5	4.975080911250199E-11	OPRM1, GNAO1, DRD2, GABBR1, PDYN, GAL, HTR1B, APP, HTR1A, GNAQ, CHRM3, GNB1, GRM7, CX3CR1, HTR2A	39	662	17359	10.085405531024866	8.706382836898285E-9	2.1765956814689957E-9	6.099203364584582E-8
GOTERM_CC_4	GO:0043005~neuron projection	17	42.5	5.2260854433634965E-11	OPRM1, GNAO1, DRD2, OXT, GABBR1, GABBR2, PDYN, HTR1B, APP, HTR1A, GNAQ, CHRM3, GNB1, GRM7, CNR1, CX3CR1, HTR2A	39	966	17359	7.83306789828529	9.145650903263913E-9	1.8291301806527827E-9	6.40692943143506E-8
GOTERM_CC_4	GO:0030425~dendrite	13	32.5	1.748770265914121E-10	OPRM1, HTR1B, APP, HTR1A, GNAO1, CHRM3, GNAQ, DRD2, GNB1, GRM7, GABBR1, PDYN, HTR2A	39	466	17359	12.417024320457797	3.060347486538717E-8	5.100579181238629E-9	2.1439077180218646E-7
GOTERM_CC_4	GO:0044459~plasma membrane part	24	60.0	2.037139113140857E-10	ADCY3, OPRM1, CASR, GNAO1, DRD3, DRD2, ANXA1, GABBR1, OXTR, GABBR2, HTR1B, AGTR2, APP, HTR1A, CHRM3, GPR37, GNB1, CNR1, GRM7, AVPR1B, CX3CR1, AVPR1A, ADRA2B, HTR2A	39	2635	17359	4.0540650999854035	3.564993789062498E-8	5.092848365251257E-9	2.497434592463321E-7
GOTERM_CC_4	GO:0030424~axon	8	20.0	2.954852034584317E-5	APP, CHRM3, DRD2, GRM7, OXT, CNR1, PDYN, HTR2A	39	418	17359	8.518709360814624	0.00515772050617247	6.461745716828116E-4	0.03621903494284151
GOTERM_CC_4	GO:0043679~axon terminus	5	12.5	1.05933393920485E-4	APP, CHRM3, DRD2, OXT, PDYN	39	113	17359	19.69480372135239	0.01836852972822811	0.002057804912600991	0.12979180702581417
GOTERM_CC_4	GO:0005929~cilium	8	20.0	1.129638274307095E-4	ADCY3, APP, GNAQ, DRD2, GNB1, ADCY5, GNA11, ANXA1	39	517	17359	6.887467142786291	0.019575645707189837	0.001975025710577505	0.13840016380594067
GOTERM_CC_4	GO:0098590~plasma membrane region	10	25.0	1.4650998216770707E-4	OPRM1, CHRM3, DRD2, GNB1, GRM7, ANXA1, GABBR1, OXTR, GABBR2, HTR2A	39	936	17359	4.755369274600043	0.025315183394431173	0.002328296690478293	0.17946609552359494
GOTERM_CC_4	GO:0044306~neuron projection terminus	5	12.5	1.5648085664112283E-4	APP, CHRM3, DRD2, OXT, PDYN	39	125	17359	17.80410256410256	0.02701468818739705	0.0022795888388983387	0.19166907184398063
GOTERM_CC_4	GO:0044463~cell projection part	10	25.0	1.6656748717812714E-4	OPRM1, APP, CHRM3, DRD2, GNB1, GRM7, OXT, CNR1, PDYN, HTR2A	39	952	17359	4.6754471019176895	0.0287309253263206	0.0022399290057913968	0.2040123235511504
GOTERM_CC_4	GO:0016021~integral component of membrane	25	62.5	2.0434921958677855E-4	ADCY3, OPRM1, CASR, ADORA3, DRD3, PSAP, DRD2, ADCY5, GABBR1, OXTR, GABBR2, HTR1B, AGTR2, APP, HTR1A, CHRM3, GPR37, CXCR4, CNR1, GRM7, AVPR1B, CX3CR1, AVPR1A, ADRA2B, HTR2A	39	5872	17359	1.8950211346328516	0.03513276537078014	0.002551365990831389	0.2502342758851195
GOTERM_CC_4	GO:0072372~primary cilium	5	12.5	0.0012352957369590302	GNAQ, DRD2, GNB1, ADCY5, GNA11	39	216	17359	10.30330009496676	0.19451474758301868	0.014317212174573823	1.503925483736679
GOTERM_CC_4	GO:0033267~axon part	5	12.5	0.0012780195988477336	APP, CHRM3, DRD2, OXT, PDYN	39	218	17359	10.20877440602211	0.20052216319778904	0.013889911782621667	1.5555665301067778
GOTERM_CC_4	GO:0031410~cytoplasmic vesicle	10	25.0	0.0014780280813055549	APP, DRD3, DRD2, CXCR4, OXT, AVPR1A, ANXA1, POMC, GAL, HTR2A	39	1284	17359	3.4665308730729287	0.22805830189647902	0.015110916900766491	1.7969896004586206
GOTERM_CC_4	GO:0097708~intracellular vesicle	10	25.0	0.0014942375269186526	APP, DRD3, DRD2, CXCR4, OXT, AVPR1A, ANXA1, POMC, GAL, HTR2A	39	1286	17359	3.4611396897555524	0.2302481796335345	0.014433004762873125	1.816531601282989
GOTERM_CC_4	GO:0043025~neuronal cell body	6	15.0	0.002083292043546954	OPRM1, DRD2, CX3CR1, PDYN, GAL, HTR2A	39	419	17359	6.373783734165596	0.30577307810821697	0.019024928762967352	2.524273329240323
GOTERM_CC_4	GO:0043198~dendritic shaft	3	7.5	0.002220490862220707	APP, GRM7, HTR2A	39	32	17359	41.72836538461539	0.3222779062717668	0.01926295015318691	2.6884418253531828
GOTERM_CC_4	GO:0098793~presynapse	5	12.5	0.00325898809299394	APP, DRD2, GRM7, OXT, GABBR1	39	282	17359	7.891889434442626	0.43518344284272426	0.026835926573106073	3.922868860613282
GOTERM_CC_4	GO:0016023~cytoplasmic, membrane-bounded vesicle	9	22.5	0.003536912340009941	APP, DRD3, DRD2, CXCR4, OXT, ANXA1, POMC, GAL, HTR2A	39	1183	17359	3.3862409779569544	0.4620861438960281	0.027790927309905067	4.25077979006494
GOTERM_CC_4	GO:0005773~vacuole	9	22.5	0.004101892454245991	APP, GNAQ, CXCR4, GNB1, PSAP, GNA11, AVPR1B, AVPR1A, ANXA1	39	1212	17359	3.3052170601675557	0.5129105275105303	0.03079025654614831	4.914209297588701
GOTERM_CC_4	GO:0031513~nonmotile primary cilium	4	10.0	0.00427516701396682	GNAQ, DRD2, GNB1, GNA11	39	150	17359	11.869401709401709	0.5275191406894311	0.030756994079458755	5.11682987447114
GOTERM_CC_4	GO:0097648~G-protein coupled receptor complex	2	5.0	0.006553209727467445	GABBR1, GABBR2	39	3	17359	296.7350427350427	0.6835486775205981	0.0449804179491865	7.744066490118295
