Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_4	GO:0004930~G-protein coupled receptor activity	22	55.00000000000001	5.792854460299831E-16	OPRM1, CASR, ADORA3, DRD3, DRD2, GABBR1, OXTR, GABBR2, GAL, HTR1B, AGTR2, HTR1A, CHRM3, GPR37, CXCR4, CNR1, GRM7, CX3CR1, AVPR1B, AVPR1A, ADRA2B, HTR2A	40	888	14466	8.959797297297298	4.6629367034256575E-14	4.6629367034256575E-14	5.995204332975845E-13
GOTERM_MF_4	GO:0004888~transmembrane signaling receptor activity	22	55.00000000000001	1.3335794663589346E-12	OPRM1, CASR, ADORA3, DRD3, DRD2, GABBR1, OXTR, GABBR2, GAL, HTR1B, AGTR2, HTR1A, CHRM3, GPR37, CXCR4, CNR1, GRM7, CX3CR1, AVPR1B, AVPR1A, ADRA2B, HTR2A	40	1309	14466	6.078151260504202	1.12022391363098E-10	5.6011195681549E-11	1.4314660568004456E-9
GOTERM_MF_4	GO:0001664~G-protein coupled receptor binding	13	32.5	1.9551573577741076E-12	GNAO1, DRD3, PSAP, C3, OXT, GNA11, PDYN, GAL, POMC, PROK2, GNAQ, GNB1, AVPR1A	40	257	14466	18.293579766536965	1.6422863069465166E-10	5.474287689821722E-11	2.0985768678372096E-9
GOTERM_MF_4	GO:0008528~G-protein coupled peptide receptor activity	9	22.5	1.8827475070658967E-9	OPRM1, AGTR2, GPR37, CXCR4, AVPR1B, CX3CR1, AVPR1A, OXTR, GAL	40	132	14466	24.657954545454547	1.5815077880620976E-7	3.9537697005265215E-8	2.0209128592796333E-6
GOTERM_MF_4	GO:0001653~peptide receptor activity	9	22.5	1.999407434969798E-9	OPRM1, AGTR2, GPR37, CXCR4, AVPR1B, CX3CR1, AVPR1A, OXTR, GAL	40	133	14466	24.472556390977445	1.6795020907345304E-7	3.359004407954558E-8	2.146133848413001E-6
GOTERM_MF_4	GO:0030594~neurotransmitter receptor activity	6	15.0	5.300248813724692E-6	HTR1B, HTR1A, DRD3, CHRM3, DRD2, HTR2A	40	95	14466	22.841052631578947	4.451229836053283E-4	7.420092701648784E-5	0.005689060643587762
GOTERM_MF_4	GO:0031683~G-protein beta/gamma-subunit complex binding	3	7.5	0.001304999845229801	GNAO1, GNAQ, GNA11	40	20	14466	54.247499999999995	0.10388952563185738	0.015548086025070074	1.3919041883173167
GOTERM_MF_4	GO:0099589~serotonin receptor activity	3	7.5	0.002746220467712278	HTR1B, HTR1A, HTR2A	40	29	14466	37.412068965517236	0.2062604172276945	0.028462083025045493	2.908666479232913
GOTERM_MF_4	GO:0017046~peptide hormone binding	3	7.5	0.0037625601538806668	AGTR2, AVPR1A, OXTR	40	34	14466	31.91029411764706	0.27141511265606877	0.03457171710598839	3.9655231364131516
GOTERM_MF_4	GO:0005179~hormone activity	4	10.0	0.004188949503639851	OXT, PDYN, POMC, GAL	40	121	14466	11.955371900826448	0.2971493169951339	0.034646652009505785	4.40579578306296
GOTERM_MF_4	GO:0004952~dopamine neurotransmitter receptor activity	2	5.0	0.018723739250461335	DRD3, DRD2	40	7	14466	103.32857142857144	0.7956058019831522	0.13440383434002479	18.36263720357082
GOTERM_MF_4	GO:0035240~dopamine binding	2	5.0	0.026643223743172066	DRD3, DRD2	40	10	14466	72.33	0.8965208720091856	0.17224007507178662	25.163404988184222
GOTERM_MF_4	GO:0016298~lipase activity	3	7.5	0.04653060113710339	CASR, CHRM3, PLCB1	40	128	14466	8.476171875	0.9817287707244305	0.2649957873085732	40.037205659182305
GOTERM_MF_4	GO:0004016~adenylate cyclase activity	2	5.0	0.050029848086669576	ADCY3, ADCY5	40	19	14466	38.068421052631585	0.9865835802711482	0.265046673773615	42.357599178744245
GOTERM_MF_4	GO:0030695~GTPase regulator activity	4	10.0	0.05054138055809537	GNAQ, GPSM2, PLCB1, PIK3R2	40	310	14466	4.666451612903226	0.9871770636895688	0.2520615976185595	42.68989352575904
GOTERM_MF_4	GO:0016917~GABA receptor activity	2	5.0	0.057703025083269084	GABBR1, GABBR2	40	22	14466	32.87727272727273	0.9932114825461182	0.2680423844779316	47.16329916366857
GOTERM_MF_4	GO:0042578~phosphoric ester hydrolase activity	4	10.0	0.08013603952573255	CASR, CHRM3, GNB1, PLCB1	40	376	14466	3.847340425531915	0.9991030200688783	0.33816165536814	59.20427858502409
