Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_4	GO:0006325~chromatin organization	89	41.9811320754717	7.643810805724939E-62	HMGN1, KDM6A, PAX5, INO80, CTCF, CTNNB1, KDM1B, EPC2, SIN3A, MYOCD, YEATS2, BRD4, KDM5B, KDM5C, KMT5B, TBL1XR1, EMSY, MECP2, ARID1A, RB1, MBD3, ARID1B, MBD1, EP300, SMARCE1, UBR5, ASH1L, JMJD1C, SMARCA2, SRCAP, EP400, KDM6B, SMARCA4, KMT2E, ZMYND11, KMT2A, KMT2C, SETD1B, SOX2, HCFC1, TRRAP, ARID2, CHD8, CHD7, CHD1L, SMARCB1, PER2, CHD2, LEO1, CHD1, PER1, GATAD2B, ACTL6B, WAC, KDM3B, CHD4, CHD3, SETDB1, ACTB, DNMT3A, TAF1, BRD2, KAT2B, EHMT1, KANSL1, JARID2, ASXL1, CREBBP, SMAD4, BRCA2, WHSC1, SKI, TET2, UIMC1, ATRX, HDAC4, SMARCC2, KDM4B, PHF21A, CENPW, DNMT1, KDM4C, CUL4B, SETD2, TBL1X, PHF8, NCOR1, HDAC8, KAT6A	209	768	16415	9.101718251594896	1.3674777531441915E-58	1.3674777531441915E-58	1.2971041521197375E-58
GOTERM_BP_4	GO:0051252~regulation of RNA metabolic process	159	75.0	9.216872253967968E-60	MEF2C, HMGN1, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, HOXD8, EP300, CAMK4, SMARCE1, MED17, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, WAC, KDM3B, TNRC6B, CHD4, MLLT3, CHD3, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, LEP, ATRX, CDH13, SON, TDP2, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	3762	16415	3.319501995528185	1.6488984462348694E-56	8.244492231174347E-57	1.564042278653078E-56
GOTERM_BP_4	GO:0019219~regulation of nucleobase-containing compound metabolic process	162	76.41509433962264	2.7670790398028287E-57	HMGN1, MEF2C, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, PNKP, HOXD8, EP300, CAMK4, SMARCE1, MED17, UBR5, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, WAC, KDM3B, TNRC6B, CHD4, MLLT3, CHD3, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, NF1, LEP, ATRX, CDH13, SON, TDP2, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	4104	16415	3.1002895995970787	4.950304402207261E-54	1.6501014674024202E-54	4.695550168619522E-54
GOTERM_BP_4	GO:0051276~chromosome organization	99	46.69811320754717	2.151346390129544E-56	HMGN1, INO80, CTNNB1, KDM1B, EPC2, SIN3A, MYOCD, YEATS2, YY1, MECP2, ARID1A, ARID1B, PNKP, EP300, SMARCE1, UBR5, SMARCA2, EP400, SMARCA4, SETD1B, SOX2, KATNB1, TRRAP, SMARCB1, LEO1, SETDB1, DNMT3A, TAF1, EHMT1, KANSL1, CREBBP, ASXL1, SMAD4, BRCA2, SKI, WHSC1, TET2, UIMC1, HDAC4, SMARCC2, DNMT1, HDAC8, NCOR1, PHF8, KAT6A, KDM6A, PAX5, CTCF, BRD4, KDM5B, KDM5C, KMT5B, TBL1XR1, EMSY, POGZ, MBD3, RB1, CHAMP1, MBD1, XPC, ASH1L, JMJD1C, SRCAP, KDM6B, KMT2E, USP7, ZMYND11, KMT2A, KMT2C, PRKDC, HCFC1, TCF7L2, ARID2, CHD8, CHD7, CHD1L, CHD2, PER2, GATAD2B, PER1, CHD1, ACTL6B, WAC, AGO4, KDM3B, CHD4, CHD3, ACTB, BRD2, KAT2B, JARID2, ATRX, KDM4B, KDM4C, CENPW, PHF21A, CUL4B, TBL1X, SETD2	209	1184	16415	6.567167496443812	3.848758691941754E-53	9.621896729854385E-54	3.6506925749586067E-53
GOTERM_BP_4	GO:0010556~regulation of macromolecule biosynthetic process	161	75.94339622641509	3.2136369332017736E-56	HMGN1, MEF2C, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, PNKP, HOXD8, EP300, CAMK4, SMARCE1, MED17, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, AGO3, WAC, AGO4, KDM3B, TNRC6B, CHD4, MLLT3, CHD3, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, LEP, ATRX, CDH13, TDP2, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	4107	16415	3.0789013505940956	5.7491964734979725E-53	1.1498392946995947E-53	5.453329386880379E-53
GOTERM_BP_4	GO:0010468~regulation of gene expression	163	76.88679245283019	1.2864187410389589E-54	HMGN1, MEF2C, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, HOXD8, EP300, CAMK4, SMARCE1, MED17, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, SMAD4, NR4A2, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, KDM6A, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, AGO3, WAC, AGO4, KDM3B, TNRC6B, CHD4, MLLT3, CHD3, ACTB, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, NF1, LEP, ATRX, CDH13, SON, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	4345	16415	2.946404876088117	2.3014031277186976E-51	3.835671879531163E-52	2.1829675442994263E-51
GOTERM_BP_4	GO:0031326~regulation of cellular biosynthetic process	162	76.41509433962264	1.588405280250372E-54	HMGN1, MEF2C, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, PNKP, HOXD8, EP300, CAMK4, SMARCE1, MED17, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, AGO3, WAC, AGO4, KDM3B, TNRC6B, CHD4, MLLT3, CHD3, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, NF1, LEP, ATRX, CDH13, TDP2, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	4284	16415	2.9700253307064455	2.841657046367915E-51	4.059510066239879E-52	2.695418733700947E-51
GOTERM_BP_4	GO:0034654~nucleobase-containing compound biosynthetic process	161	75.94339622641509	1.834919942745319E-52	MEF2C, HMGN1, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, PNKP, HOXD8, EP300, CAMK4, SMARCE1, MED17, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, PHF3, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, WAC, KDM3B, CHD4, MLLT3, CHD3, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, NF1, POLR3B, LEP, ATRX, CDH13, TDP2, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	4357	16415	2.902237284115206	3.282671777571376E-49	4.10333972196422E-50	3.1137378161684334E-49
GOTERM_BP_4	GO:0018130~heterocycle biosynthetic process	161	75.94339622641509	1.1007692722216576E-51	MEF2C, HMGN1, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, PNKP, HOXD8, EP300, CAMK4, SMARCE1, MED17, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, PHF3, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, WAC, KDM3B, CHD4, MLLT3, CHD3, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, NF1, POLR3B, LEP, ATRX, CDH13, TDP2, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	4411	16415	2.8667077413035487	1.9692762280045455E-48	2.188084697782828E-49	1.867932671037794E-48
GOTERM_BP_4	GO:0019438~aromatic compound biosynthetic process	161	75.94339622641509	1.687814750860154E-51	MEF2C, HMGN1, FHIT, THRA, THRB, SNIP1, MED25, INO80, TBP, RORB, PDX1, RORA, HOXD1, CTNNB1, KDM1B, WNT1, EPC2, SIN3A, MYOCD, GATA6, YEATS2, WWOX, YY1, EMX2, MED12, MECP2, DLL1, ARID1A, MED13, ARID1B, HOXD9, PNKP, HOXD8, EP300, CAMK4, SMARCE1, MED17, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, SMARCA4, SETD1B, SOX2, TRRAP, MED12L, HOXA1, VDR, TCF20, MEIS2, ATN1, SMARCB1, LEO1, TCF4, SETDB1, DNMT3A, TAF1, EHMT1, TAF6, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, MED13L, UIMC1, QRICH1, DLX3, HDAC4, NOTCH1, PHF3, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, PHF8, HDAC8, KAT6A, TAF1C, FGF8, PAX6, PAX5, CTCF, BRD4, YAP1, KDM5B, KDM5C, CDK13, KMT5B, TBL1XR1, CCNK, EMSY, AR, OTX2, CDK8, ADNP, MBD3, SPEN, RB1, MBD1, ASH1L, JMJD1C, SRCAP, KDM6B, USP7, KMT2E, ZMYND11, BTAF1, KMT2A, KMT2C, CTNND2, PRKDC, HCFC1, NFIX, ARID2, TCF7L2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, AGO1, CHD2, ACTL6B, GATAD2B, PER1, CHD1, WAC, KDM3B, CHD4, MLLT3, CHD3, MAF, SSRP1, NACC1, BRD2, KAT2B, LMX1B, JARID2, NF1, POLR3B, LEP, ATRX, CDH13, TDP2, KDM4B, KDM4C, PHF21A, PBX1, TBL1X, SETD2, NFIA, NFIB	209	4424	16415	2.8582838713584886	3.0195005892888154E-48	3.0195005892888155E-49	2.864110032275996E-48
