Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_4	GO:0099536~synaptic signaling	45	70.3125	4.962141027389456E-50	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2, SLC1A3, GRIN2B, GRIN2D, DLG4, GRID2, DLG3, GRID2IP, CAMK2B, LRFN5, HTR3A, CAMK2A, HTR3C, DLG2, LRFN2, DLG1, IQSEC2, DLGAP1, NRXN2, NRXN3, DLGAP2, GRIN1, FMR1, NLGN1, GRIN2A, NLGN2, GRIA3, NLGN3, NRXN1, HOMER1, SHANK1, GRM1, SHANK2, GRM5, GRIA2, GRIA1, NLGN4X, RELN, SYNGAP1, SLITRK5	62	604	16415	19.72535248878445	3.5181579884191244E-47	3.5181579884191244E-47	7.496010913779477E-47
GOTERM_BP_4	GO:0007267~cell-cell signaling	45	70.3125	1.895578810205026E-32	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2, SLC1A3, GRIN2B, GRIN2D, DLG4, GRID2, DLG3, GRID2IP, CAMK2B, LRFN5, HTR3A, CAMK2A, HTR3C, DLG2, LRFN2, DLG1, IQSEC2, DLGAP1, NRXN2, NRXN3, DLGAP2, GRIN1, FMR1, NLGN1, GRIN2A, NLGN2, GRIA3, NLGN3, NRXN1, HOMER1, SHANK1, GRM1, SHANK2, GRM5, GRIA2, GRIA1, NLGN4X, RELN, SYNGAP1, SLITRK5	62	1517	16415	7.853732961915495	1.3439653764353634E-29	6.719826882176817E-30	2.863538011272804E-29
GOTERM_BP_4	GO:0050804~modulation of synaptic transmission	25	39.0625	4.503532962460711E-27	GRIK1, GRIK2, GRIK3, GRIK5, SLC1A3, DLG4, GRID2IP, CAMK2B, CAMK2A, IQSEC2, FMR1, GRIN1, GRIN2A, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1, SHANK2, GRM1, GRM5, GRIA1, NLGN4X, RELN, SYNGAP1	62	280	16415	23.639112903225804	3.193004870384644E-24	1.0643349567948813E-24	6.803219023972645E-24
GOTERM_BP_4	GO:0034220~ion transmembrane transport	32	50.0	1.6725195489897465E-22	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2, SLC1A3, GRIN2B, GRIN2D, GRID2, DLG4, DLG3, HTR3A, IL1RAPL1, HTR3C, DLG1, GRID1, HTT, GRIN1, FMR1, NLGN1, GRIN2A, NLGN2, NLGN3, GRIA3, NRXN1, SHANK1, HOMER1, SLC7A11, GRIA2, GRIA1, RELN	62	963	16415	8.79777576792952	1.1858163602337303E-19	2.964540900584326E-20	2.526575670367919E-19
GOTERM_BP_4	GO:0006811~ion transport	34	53.125	2.1461734269434693E-19	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2, SLC1A3, GRIN2B, GRIN2D, GRID2, DLG4, DLG3, CAMK2B, HTR3A, CAMK2A, IL1RAPL1, HTR3C, DLG1, GRID1, HTT, GRIN1, FMR1, NLGN1, GRIN2A, NLGN2, NLGN3, GRIA3, NRXN1, HOMER1, SHANK1, SLC7A11, GRIA2, GRIA1, RELN	62	1458	16415	6.174056374175848	1.5216369597029198E-16	3.0432739194058397E-17	3.242096373809711E-16
GOTERM_BP_4	GO:0055085~transmembrane transport	32	50.0	1.7401030265169066E-18	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2, SLC1A3, GRIN2B, GRIN2D, GRID2, DLG4, DLG3, HTR3A, IL1RAPL1, HTR3C, DLG1, GRID1, HTT, GRIN1, FMR1, NLGN1, GRIN2A, NLGN2, NLGN3, GRIA3, NRXN1, SHANK1, HOMER1, SLC7A11, GRIA2, GRIA1, RELN	62	1322	16415	6.408667219755014	1.2337330458004868E-15	2.0562217430008114E-16	2.62867000471643E-15
GOTERM_BP_4	GO:0048167~regulation of synaptic plasticity	16	25.0	2.108011566037361E-18	GRIK2, FMR1, GRIN1, GRIN2A, NLGN1, NLGN3, SHANK2, GRM5, GRIA1, DLG4, GRID2IP, RELN, CAMK2B, SYNGAP1, CAMK2A, IQSEC2	62	140	16415	30.258064516129032	1.494580200320489E-15	2.1351145718864129E-16	3.184447523391443E-15
GOTERM_BP_4	GO:0050890~cognition	18	28.125	2.5781443883415215E-17	NRXN2, NRXN3, PTCHD1, HTT, GRIN1, GRIN2A, AFF2, NLGN3, NRXN1, SHANK1, SHANK2, GRM5, GRIN2B, GRIA1, NLGN4X, DLG4, RELN, SYNGAP1	62	253	16415	18.83654213948744	1.8279043713341387E-14	2.2848804641676733E-15	3.894649177771256E-14
GOTERM_BP_4	GO:0051966~regulation of synaptic transmission, glutamatergic	12	18.75	3.8271573665921544E-17	GRM5, GRIK1, GRIK2, GRIK3, NLGN1, NLGN2, RELN, NLGN3, NRXN1, GRM1, SHANK2, IQSEC2	62	52	16415	61.09801488833747	2.7134545729138375E-14	3.014949525459819E-15	5.78145869502203E-14
GOTERM_BP_4	GO:0050806~positive regulation of synaptic transmission	14	21.875	1.1530725123320256E-16	GRIK2, FMR1, GRIN1, GRIN2A, NLGN1, NLGN2, NLGN3, NRXN1, SHANK1, SHANK2, SLC1A3, DLG4, RELN, IQSEC2	62	109	16415	34.00562296537437	7.87148124459236E-14	7.882583474838611E-15	1.6653345369377348E-13
GOTERM_BP_4	GO:0060078~regulation of postsynaptic membrane potential	13	20.3125	1.713612789325952E-16	GRIK2, GRIN1, GRIN2A, NLGN1, GRIK5, NLGN2, NLGN3, NRXN1, SHANK1, NLGN4X, DLG4, GRID2, RELN	62	83	16415	41.46813058686359	1.574296248918472E-13	1.432187701766452E-14	3.3306690738754696E-13
GOTERM_BP_4	GO:0035418~protein localization to synapse	10	15.625	3.226189945823933E-16	NRXN2, DLG4, NLGN1, DLG3, NLGN2, RELN, NRXN1, SHANK1, DLG2, DLG1	62	27	16415	98.05854241338112	2.361444373377708E-13	1.965094753586527E-14	4.996003610813204E-13
GOTERM_BP_4	GO:0043113~receptor clustering	11	17.1875	5.155736294584031E-16	NRXN2, GRIK2, DLG4, GRIK5, NLGN1, DLG3, RELN, NRXN1, SYNGAP1, DLG2, DLG1	62	44	16415	66.18951612903227	3.93574062229618E-13	3.0309088572266774E-14	8.43769498715119E-13
GOTERM_BP_4	GO:0007612~learning	14	21.875	1.9983795715947596E-15	NRXN2, HTT, NRXN3, GRIN1, GRIN2A, NLGN3, NRXN1, SHANK1, SHANK2, GRM5, NLGN4X, DLG4, RELN, SYNGAP1	62	135	16415	27.45639187574671	1.4168666240266248E-12	1.0125233984581428E-13	3.0198066269804258E-12
GOTERM_BP_4	GO:0007399~nervous system development	34	53.125	3.519337973774181E-14	GRIK1, PTCHD1, GRIP1, SLC1A2, SLC1A3, DLG4, GRID2, DLG3, CAMK2B, LRFN5, IL1RAPL2, CAMK2A, IL1RAPL1, DLG2, LRFN2, DLG1, NRXN2, NRXN3, GRIN1, FMR1, NLGN1, GRIN2A, NLGN2, AFF2, NLGN3, NRXN1, SHANK1, SHANK2, SLC7A11, CAPRIN1, NLGN4X, RELN, SYNGAP1, SLITRK5	62	2170	16415	4.14828303850156	2.495259554535778E-11	1.6635581800983346E-12	5.3168580649298747E-11
