Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_4	GO:0003677~DNA binding	131	61.79245283018868	7.545188561943472E-49	MEF2C, HMGN1, THRA, THRB, INO80, TBP, RORB, PDX1, HOXD1, RORA, CTNNB1, KDM1B, WNT1, SIN3A, MYOCD, GATA6, YY1, EMX2, MED12, MECP2, ARID1A, ARID1B, HOXD9, PNKP, HOXD8, EP300, SMARCE1, HOXD3, FOXG1, HOXD4, MNT, SMARCA2, EP400, SMARCA4, SOX2, VDR, HOXA1, TCF20, MEIS2, SMARCB1, TCF4, SETDB1, TAF1, DNMT3A, TAF6, KANSL1, ESRRB, ASXL1, CREBBP, NR4A2, SMAD4, BRCA2, WHSC1, SKI, EN2, TET2, QRICH1, DLX3, HDAC4, NOTCH1, SMARCC2, HIVEP2, DNMT1, RBPJ, NCOR1, KAT6A, TAF1C, KDM6A, PAX6, PAX5, CTCF, YAP1, KDM5B, KDM5C, TBL1XR1, AR, POGZ, OTX2, MBD6, ADNP, MBD5, MBD4, MBD3, SPEN, RB1, MBD1, XPC, ASH1L, JMJD1C, SRCAP, KDM6B, ZMYND11, BTAF1, KMT2A, KMT2C, PRKDC, NFIX, TCF7L2, ARID2, NPAS2, CHD8, CHD7, ERCC6, NR1D1, PER2, CHD2, AGO1, GATAD2B, CHD1, PER1, KDM3B, CHD4, CHD3, ACTB, MAF, SSRP1, KAT2B, LMX1B, JARID2, POLR3B, ATRX, SON, TDP2, TDP1, CENPW, PHF21A, PBX1, CUL4B, TBL1X, NFIA, NFIB	205	2562	14466	3.608168161306906	1.071416775795973E-46	1.071416775795973E-46	8.924717515039944E-46
GOTERM_MF_4	GO:0001067~regulatory region nucleic acid binding	72	33.9622641509434	2.501184027865529E-36	MEF2C, TAF1C, KDM6A, THRA, PAX6, PAX5, TBP, CTCF, RORA, PDX1, CTNNB1, WNT1, SIN3A, MYOCD, GATA6, YAP1, TBL1XR1, AR, YY1, OTX2, MED12, RB1, MBD3, HOXD9, HOXD8, EP300, SMARCE1, MNT, JMJD1C, SMARCA2, SMARCA4, ZMYND11, KMT2A, SOX2, TCF7L2, VDR, NPAS2, TCF20, CHD7, MEIS2, NR1D1, SMARCB1, AGO1, CHD2, PER2, PER1, GATAD2B, KDM3B, TCF4, CHD4, ACTB, TAF1, KAT2B, KANSL1, LMX1B, JARID2, ESRRB, CREBBP, SMAD4, NR4A2, SKI, HDAC4, NOTCH1, SMARCC2, PHF21A, HIVEP2, PBX1, RBPJ, TBL1X, NCOR1, NFIA, NFIB	205	857	14466	5.928519793949397	3.5516813195690515E-34	1.7758406597845258E-34	2.958489468960323E-33
GOTERM_MF_4	GO:0003713~transcription coactivator activity	31	14.622641509433961	2.7579112103450463E-17	KMT2E, HCFC1, CTNNB1, MED12L, TCF20, MYOCD, SMARCB1, PER2, ACTL6B, YAP1, WWOX, TAF1, KAT2B, ESRRB, YY1, CREBBP, ASXL1, MED12, ARID1A, RB1, MED13, ARID1B, EP300, SMARCE1, MED17, SMARCC2, MNT, SMARCA2, SRCAP, KAT6A, SMARCA4	205	303	14466	7.219608790147307	3.916233918689966E-15	1.3054113062299886E-15	3.2621555156404916E-14
GOTERM_MF_4	GO:0031490~chromatin DNA binding	18	8.49056603773585	6.999801336993468E-14	ACTB, HMGN1, KDM6A, THRA, THRB, CTCF, MBD3, NOTCH1, EP300, SMARCE1, SMARCB1, SMARCC2, GATAD2B, PER1, KDM3B, JMJD1C, CHD4, SMARCA4	205	103	14466	12.331896755860763	9.93205517829665E-12	2.4830137945741626E-12	8.273381979506667E-11
GOTERM_MF_4	GO:0003714~transcription corepressor activity	22	10.377358490566039	7.988515863678219E-12	TBL1XR1, ZMYND11, THRB, YY1, ASXL1, MECP2, CTCF, SKI, HDAC4, MEIS2, SIN3A, NR1D1, ATN1, TDP2, MNT, YAP1, TBL1X, TCF4, KDM5B, NCOR1, NFIB, SMARCA4	205	226	14466	6.86924239153896	1.1343668226970749E-9	2.2687340894833596E-10	9.449085958124215E-9
GOTERM_MF_4	GO:0001085~RNA polymerase II transcription factor binding	15	7.0754716981132075	2.0523735861842868E-10	AR, CREBBP, SMAD4, TBP, SPEN, RB1, TCF7L2, CTNNB1, EP300, SIN3A, GATA6, RBPJ, TCF4, NCOR1, CHD4	205	104	14466	10.177767354596622	2.91437078914214E-8	4.8572846855776675E-9	2.427620771072725E-7
GOTERM_MF_4	GO:0051427~hormone receptor binding	16	7.547169811320755	3.162040953680589E-9	ASXL1, MED25, MED12, NR4A2, MED13, RB1, TCF7L2, CTNNB1, LEP, VDR, EP300, MED17, KDM4C, JMJD1C, NCOR1, SMARCA4	205	150	14466	7.527024390243902	4.4900971651884447E-7	6.414425757217401E-8	3.7401745034415512E-6
GOTERM_MF_4	GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	22	10.377358490566039	6.936983775594932E-9	MAF, MEF2C, AR, SOX2, OTX2, SMAD4, NR4A2, PAX6, HCFC1, PAX5, CTCF, DLX3, MEIS2, EP300, HOXD8, MYOCD, GATA6, PBX1, RBPJ, TCF4, NFIA, NFIB	205	326	14466	4.762112823582224	9.850512129316868E-7	1.2313145469899922E-7	8.205310930708976E-6
GOTERM_MF_4	GO:0001104~RNA polymerase II transcription cofactor activity	12	5.660377358490567	8.323727316446107E-8	SIN3A, MYOCD, MED17, CREBBP, MED12, MED13, MED13L, SMARCA2, WWOX, SMARCA4, NFIB, MED12L	205	94	14466	9.008406850025947	1.1819623431885695E-5	1.3132983913699547E-6	9.845596422586311E-5
GOTERM_MF_4	GO:0000982~transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	21	9.90566037735849	8.423071933905655E-8	MEF2C, AR, YY1, CREBBP, SOX2, OTX2, SMAD4, PAX6, NR4A2, PAX5, CTCF, SKI, DLX3, MEIS2, NR1D1, MYOCD, PBX1, RBPJ, TCF4, NFIA, NFIB	205	343	14466	4.3203583872573414	1.1960691113088728E-5	1.1960755489370811E-6	9.963104655730248E-5
