Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_4	GO:0070405~ammonium ion binding	6	15.789473684210526	1.8820262055155014E-7	ACHE, CHRNA4, CHRNB3, CHRNA7, CHRNB2, CHRNA2	37	53	14466	44.2610912799592	1.1668495497718645E-5	1.1668495497718645E-5	1.89924561011523E-4
GOTERM_MF_4	GO:0015464~acetylcholine receptor activity	5	13.157894736842104	9.68738993703786E-7	CHRNA4, CHRNB3, CHRNA7, CHRNB2, CHRNA2	37	31	14466	63.06015693112467	6.006004302427925E-5	3.0030472426778587E-5	9.775989022631215E-4
GOTERM_MF_4	GO:0030594~neurotransmitter receptor activity	5	13.157894736842104	8.751775552369928E-5	CHRNA4, CHRNB3, CHRNA7, CHRNB2, CHRNA2	37	95	14466	20.57752489331437	0.005411642316557885	0.0018071445764658023	0.08828343790249216
GOTERM_MF_4	GO:0022834~ligand-gated channel activity	5	13.157894736842104	4.4457000228906746E-4	CHRNA4, CHRNB3, CHRNA7, CHRNB2, CHRNA2	37	145	14466	13.481826654240448	0.02719289960930593	0.00686866933204211	0.44773236516174597
GOTERM_MF_4	GO:0015075~ion transmembrane transporter activity	7	18.421052631578945	0.014512989192781132	CHRNA4, NIPA2, CHRNB3, CHRNA7, CHRNB2, NIPA1, CHRNA2	37	817	14466	3.349829633795362	0.5960235248626559	0.1657980223560468	13.71643400106911
GOTERM_MF_4	GO:0022838~substrate-specific channel activity	5	13.157894736842104	0.023927644564518784	CHRNA4, CHRNB3, CHRNA7, CHRNB2, CHRNA2	37	445	14466	4.3929547525053145	0.777215593077639	0.22140047980262823	21.682700425066372
GOTERM_MF_4	GO:0004553~hydrolase activity, hydrolyzing O-glycosyl compounds	3	7.894736842105263	0.025588075304069827	GALC, NEU1, GBA	37	100	14466	11.72918918918919	0.7995340626111622	0.20513840707094366	23.016824898730725
GOTERM_MF_4	GO:0015267~channel activity	5	13.157894736842104	0.03009538994660287	CHRNA4, CHRNB3, CHRNA7, CHRNB2, CHRNA2	37	478	14466	4.089675449508086	0.849616751486856	0.21086749488068313	26.53577406208113
GOTERM_MF_4	GO:0001540~beta-amyloid binding	2	5.263157894736842	0.08131736310548258	ACHE, CHRNA7	37	34	14466	22.998410174880764	0.994796907896673	0.4424917745864445	57.510205453483586
GOTERM_MF_4	GO:0015485~cholesterol binding	2	5.263157894736842	0.09724240267957932	NPC1, NPC2	37	41	14466	19.071852340145025	0.998240410248205	0.46967617013095775	64.38391616555865
