module,label,pval,phenotype_name
1,BD_genes,7.229357846491777e-18,
1,DE_genes,8.154889672648479e-12,
1,HP:0000717,1.2125622472246313e-10,Autism
1,HP:0000723,0.21888167176063333,Restrictive behavior
1,HP:0000728,1.0,Impaired ability to form peer relationships
1,HP:0000729,1.0988264305002475e-18,Autistic behavior
1,HP:0000735,0.006474384215994922,Impaired social interactions
1,HP:0000753,1.0,
1,HP:0000758,1.0,Impaired use of nonverbal behaviors
1,HP:0000817,0.11199132440444355,Poor eye contact
1,HP:0001250,1.0249280086819327e-56,Seizure
1,HP:0001327,1.0,Photosensitive myoclonic seizure
1,HP:0002069,0.0003142077083081092,Bilateral tonic-clonic seizure
1,HP:0002121,7.926672371158812e-05,Generalized non-motor (absence) seizure
1,HP:0002123,0.2578065138482105,Generalized myoclonic seizure
1,HP:0002133,3.892038278469459e-05,Status epilepticus
1,HP:0002173,0.002820000101370399,Hypoglycemic seizures
1,HP:0002197,1.235674734965143e-05,Generalized-onset seizure
1,HP:0002199,1.0,Hypocalcemic seizures
1,HP:0002266,0.21888167176063333,Focal clonic seizure
1,HP:0002332,1.0,Lack of peer relationships
1,HP:0002349,0.021763362712212266,Focal aware seizure
1,HP:0002373,0.11818678723395867,Febrile seizure (within the age range of 3 months to 6 years)
1,HP:0002384,0.0001839516519884566,Focal impaired awareness seizure
1,HP:0006813,1.0,Focal hemiclonic seizure
1,HP:0007193,1.0,Generalized tonic-clonic seizures on awakening
1,HP:0007207,1.0,Photosensitive tonic-clonic seizure
1,HP:0007270,0.04296312081671659,Atypical absence seizure
1,HP:0007332,1.0,Focal hemifacial clonic seizure
1,HP:0007334,0.2630125963547751,Bilateral tonic-clonic seizure with focal onset
1,HP:0007359,3.250735842339999e-06,Focal-onset seizure
1,HP:0008763,1.0,No social interaction
1,HP:0010818,0.019788048568132058,Generalized tonic seizure
1,HP:0010819,0.03186411699122573,Atonic seizure
1,HP:0010820,1.0,
1,HP:0010821,1.0,Focal emotional seizure with laughing
1,HP:0011097,0.002583097753581839,Epileptic spasm
1,HP:0011145,0.0090333729332848,Symptomatic seizures
1,HP:0011146,5.736186366698399e-08,Dialeptic seizure
1,HP:0011147,1.0,Typical absence seizure
1,HP:0011149,1.0,Absence seizure with eyelid myoclonia
1,HP:0011150,1.0,Myoclonic absence seizure
1,HP:0011151,1.0,Atypical absence status epilepticus
1,HP:0011152,1.0,
1,HP:0011153,0.10388518854578886,Focal motor seizure
1,HP:0011154,1.0,Focal autonomic seizure
1,HP:0011157,0.19583853732900852,Focal sensory seizure
1,HP:0011158,1.0,Focal sensory seizure with auditory features
1,HP:0011159,1.0,
1,HP:0011160,1.0,
1,HP:0011161,1.0,
1,HP:0011162,1.0,
1,HP:0011163,1.0,
1,HP:0011164,1.0,
1,HP:0011165,1.0,Focal sensory seizure with visual features
1,HP:0011166,1.0,Focal myoclonic seizure
1,HP:0011167,0.12256544479016472,Focal tonic seizure
1,HP:0011168,1.0,Eyelid myoclonias
1,HP:0011169,0.3343465423126146,Generalized clonic seizure
1,HP:0011170,0.05644905387416595,Generalized myoclonic-atonic seizure
1,HP:0011171,0.0966917900069104,Simple febrile seizure
1,HP:0011172,0.17211810748067952,Complex febrile seizure
1,HP:0011173,1.0,
1,HP:0011174,1.0,
1,HP:0011175,1.0,
1,HP:0012002,0.02863304035407691,Experiential auras
1,HP:0012003,1.0,
1,HP:0012004,1.0,
1,HP:0012005,1.0,
1,HP:0012006,1.0,
1,HP:0012007,1.0,
1,HP:0012008,1.0,
1,HP:0012469,0.00013270224350858426,Infantile spasms
1,HP:0012847,1.0,Epilepsia partialis continua
1,HP:0020207,1.0,Reflex seizure
1,HP:0020208,1.0,Eating-induced seizure
1,HP:0020209,1.0,
1,HP:0020210,1.0,
1,HP:0020211,1.0,
1,HP:0020212,1.0,
1,HP:0020213,1.0,
1,HP:0020214,1.0,
1,HP:0020215,1.0,
1,HP:0020216,1.0,Visually-induced seizure
1,HP:0020217,1.0,
1,HP:0020218,1.0,
1,HP:0020219,7.085123304810096e-05,Motor seizure
1,HP:0020220,1.0,
1,HP:0020221,0.38104580837728025,Clonic seizure
1,HP:0025190,1.0,Bilateral tonic-clonic seizure with generalized onset
